"ExhTitle","StartDate","EndDate","DisplayName","Gender","Nationality","YearBirth","YearDeath","Movement","ExhibitionLength","ConstituentID","StartYear","count","LifetimeExhibitionLength"
"Cubism and Abstract Art",1936-03-02,1936-04-19,"Alberto Giacometti","Male","Swiss",1901,1966,NA,48,2141,1936,2,5339
"New Acquisitions: Gifts of the Advisory Committee",1937-02-10,1937-03-07,"Alberto Giacometti","Male","Swiss",1901,1966,NA,25,2141,1937,1,5339
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Alberto Giacometti","Male","Swiss",1901,1966,NA,143,2141,1939,1,5339
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"Alberto Giacometti","Male","Swiss",1901,1966,NA,51,2141,1940,2,5339
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Alberto Giacometti","Male","Swiss",1901,1966,"NA",6,2141,1941,1,5339
"20th Century Sculpture and Constructions",1942-10-02,1942-10-26,"Alberto Giacometti","Male","Swiss",1901,1966,NA,24,2141,1942,1,5339
"Painting, Sculpture, Prints",1944-05-24,1944-10-15,"Alberto Giacometti","Male","Swiss",1901,1966,NA,144,2141,1944,2,5339
"The Museum Collection of Painting and Sculpture",1945-06-20,1946-02-13,"Alberto Giacometti","Male","Swiss",1901,1966,NA,238,2141,1945,1,5339
"The Museum Collection of Sculpture",1946-02-19,1946-05-05,"Alberto Giacometti","Male","Swiss",1901,1966,NA,75,2141,1946,2,5339
"Print Gift of Victor S. Riesenfeld and Matisse: Jazz: Gift of the Artist",1948-10-01,1948-10-31,"Alberto Giacometti","Male","Swiss",1901,1966,NA,30,2141,1948,2,5339
"Master Prints from the Museum Collection",1949-05-10,1949-07-10,"Alberto Giacometti","Male","Swiss",1901,1966,NA,61,2141,1949,1,5339
"Recent Acquisitions",1950-01-31,1950-05-07,"Alberto Giacometti","Male","Swiss",1901,1966,NA,96,2141,1950,1,5339
"Modern Relief",1951-06-20,1951-07-15,"Alberto Giacometti","Male","Swiss",1901,1966,NA,25,2141,1951,2,5339
"Posters by Painters and Sculptors",1952-03-04,1952-05-11,"Alberto Giacometti","Male","Swiss",1901,1966,NA,68,2141,1952,2,5339
"New Acquisitions",1953-02-11,1953-03-15,"Alberto Giacometti","Male","Swiss",1901,1966,NA,32,2141,1953,2,5339
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"Alberto Giacometti","Male","Swiss",1901,1966,NA,110,2141,1954,1,5339
"Painting and Sculpture from the Museum Collection: New Acquisitions",1955-03-05,1955-04-24,"Alberto Giacometti","Male","Swiss",1901,1966,NA,50,2141,1955,1,5339
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss",1958-04-23,1958-05-18,"Alberto Giacometti","Male","Swiss",1901,1966,NA,25,2141,1958,2,5339
"New Images of Man",1959-09-30,1959-11-29,"Alberto Giacometti","Male","Swiss",1901,1966,NA,60,2141,1959,2,5339
"Art Lending Service Retrospective",1960-01-27,1960-03-20,"Alberto Giacometti","Male","Swiss",1901,1966,NA,53,2141,1960,4,5339
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"Alberto Giacometti","Male","Swiss",1901,1966,NA,31,2141,1961,1,5339
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Alberto Giacometti","Male","Swiss",1901,1966,NA,NA,2141,1964,2,5339
"Alberto Giacometti",1965-06-09,1965-10-12,"Alberto Giacometti","Male","Swiss",1901,1966,NA,125,2141,1965,1,5339
"20 Drawings: New Acquisitions",1966-08-02,1966-10-02,"Alberto Giacometti","Male","Swiss",1901,1966,NA,61,2141,1966,2,5339
"Drawings: Recent Acquisitions",1967-06-26,1967-11-22,"Alberto Giacometti","Male","Swiss",1901,1966,NA,149,2141,1967,1,5339
"The Sidney and Harriet Janis Collection",1968-01-17,1968-03-04,"Alberto Giacometti","Male","Swiss",1901,1966,NA,47,2141,1968,3,5339
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Alberto Giacometti","Male","Swiss",1901,1966,NA,96,2141,1969,2,5339
"Summer Show",1971-07-06,1971-09-15,"Alberto Giacometti","Male","Swiss",1901,1966,NA,71,2141,1971,2,5339
"Permanent Collection",1972-03-29,NA,"Alberto Giacometti","Male","Swiss",1901,1966,NA,NA,2141,1972,3,5339
"25 Recent Acquisitions",1973-01-22,1973-03-18,"Alberto Giacometti","Male","Swiss",1901,1966,NA,55,2141,1973,3,5339
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Alberto Giacometti","Male","Swiss",1901,1966,NA,87,2141,1974,1,5339
"Prints by Sculptors",1975-05-21,1975-09-01,"Alberto Giacometti","Male","Swiss",1901,1966,NA,103,2141,1975,2,5339
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"Alberto Giacometti","Male","Swiss",1901,1966,NA,86,2141,1976,3,5339
"Extraordinary Men",1977-06-02,1977-07-17,"Alberto Giacometti","Male","Swiss",1901,1966,NA,45,2141,1977,2,5339
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Alberto Giacometti","Male","Swiss",1901,1966,NA,67,2141,1978,1,5339
"The James Thrall Soby Bequest",1979-03-22,1979-05-09,"Alberto Giacometti","Male","Swiss",1901,1966,NA,48,2141,1979,2,5339
"Reinstallation of the Collection",1980-10-23,NA,"Alberto Giacometti","Male","Swiss",1901,1966,NA,NA,2141,1980,1,5339
"Masterpieces from the Collection",1982-03-08,1983-03-01,"Alberto Giacometti","Male","Swiss",1901,1966,NA,358,2141,1982,1,5339
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Alberto Giacometti","Male","Swiss",1901,1966,NA,NA,2141,1984,2,5339
"Sculptors' Drawings",1986-04-26,1986-09-02,"Alberto Giacometti","Male","Swiss",1901,1966,NA,129,2141,1986,1,5339
"Iliazd and the Illustrated Book",1987-06-16,1987-08-18,"Alberto Giacometti","Male","Swiss",1901,1966,NA,63,2141,1987,2,5339
"Master Prints from the Collection",1989-04-06,1989-08-08,"Alberto Giacometti","Male","Swiss",1901,1966,NA,124,2141,1989,2,5339
"Painting and Sculpture by Living Americans",1930-12-03,1931-01-20,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",48,922,1930,1,5954
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",62,922,1934,1,5954
"Cubism and Abstract Art",1936-03-02,1936-04-19,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",48,922,1936,3,5954
"Three Centuries of American Art",1938-05-24,1938-07-31,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",68,922,1938,1,5954
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",143,922,1939,1,5954
"Painting and Sculpture from the Museum Collection",1940-10-23,1941-01-12,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",81,922,1940,2,5954
"New Acquisitions: American Painting and Sculpture",1941-03-10,1941-05-03,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",54,922,1941,3,5954
"Children's Festival of Modern Art",1942-03-11,1942-05-10,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",60,922,1942,2,5954
"Alexander Calder",1943-09-29,1944-01-16,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",109,922,1943,1,5954
"Modern Drawings",1944-02-16,1944-05-10,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",84,922,1944,3,5954
"Recent Acquisitions",1945-02-15,1945-03-18,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",31,922,1945,3,5954
"The Museum Collection of Sculpture",1946-02-19,1946-05-05,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",75,922,1946,4,5954
"Timeless Aspects of Modern Art",1948-11-16,1949-01-23,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",68,922,1948,1,5954
"Painting and Sculpture in Architecture",1949-08-03,1949-10-02,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",60,922,1949,2,5954
"Abstract Painting and Sculpture in America",1951-01-23,1951-03-25,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",61,922,1951,1,5954
"Posters by Painters and Sculptors",1952-03-04,1952-05-11,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",68,922,1952,2,5954
"International Sculpture Competition: The Unknown Political Prisoner",1953-01-27,1953-02-08,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",12,922,1953,2,5954
"Selections from the Art Lending Service",1955-10-05,1955-10-24,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",19,922,1955,1,5954
"Children's Holiday Carnival",1956-12-10,1957-01-13,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",34,922,1956,1,5954
"Children's Holiday Carnival",1957-12-09,1958-01-12,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",34,922,1957,1,5954
"Recent Sculpture U.S.A.",1959-05-13,1959-08-16,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",95,922,1959,1,5954
"Art Lending Service Retrospective",1960-01-27,1960-03-20,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",53,922,1960,2,5954
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",31,922,1961,1,5954
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",NA,922,1964,1,5954
"Recent Acquisitions: Painting and Sculpture",1965-02-16,1965-04-25,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",68,922,1965,3,5954
"Drawings from the Museum Collection",1966-10-31,1967-05-08,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",189,922,1966,2,5954
"Calder: 19 Gifts from the Artist",1967-02-01,1967-09-04,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",215,922,1967,3,5954
"Five Sculptures from the Museum Collection",1968-01-08,1968-03-03,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",55,922,1968,3,5954
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",96,922,1969,2,5954
"Mrs. Simon Guggenheim, 1877–1970: In Memoriam",1970-02-25,1970-03-17,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",20,922,1970,1,5954
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",161,922,1971,2,5954
"Recent Acquisitions, 1968–1973",1973-06-15,1973-09-25,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",102,922,1973,1,5954
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",87,922,1974,2,5954
"Prints by Sculptors",1975-05-21,1975-09-01,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",103,922,1975,2,5954
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",86,922,1976,3,5954
"Posters by Painters",1977-01-21,1977-03-23,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",61,922,1977,2,5954
"Thirty Sculptors' Drawings",1979-05-18,1979-06-06,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",19,922,1979,3,5954
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",NA,922,1984,1,5954
"Contemporary Works from the Collection",1985-11-21,1986-04-01,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",131,922,1985,2,5954
"Sculptors' Drawings",1986-04-26,1986-09-02,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",129,922,1986,2,5954
"Surrealist Prints from the Collection of The Museum of Modern Art",1987-08-06,1987-12-08,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",124,922,1987,2,5954
"Abstractions",1988-11-17,1989-03-26,"Alexander Calder","Male","American",1898,1976,"Kinetic Art",129,922,1988,1,5954
"Memorial Exhibition: The Collection of the Late Lillie P. Bliss",1931-05-17,1931-10-06,"Amedeo Modigliani","Male","Italian",1884,1920,NA,142,4038,1931,1,5731
"Summer Exhibition: Painting and Sculpture",1932-06-07,1932-10-30,"Amedeo Modigliani","Male","Italian",1884,1920,NA,145,4038,1932,2,5731
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"Amedeo Modigliani","Male","Italian",1884,1920,NA,82,4038,1933,3,5731
"The Lillie P. Bliss Collection, 1934",1934-05-14,1934-09-12,"Amedeo Modigliani","Male","Italian",1884,1920,NA,121,4038,1934,2,5731
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"Amedeo Modigliani","Male","Italian",1884,1920,NA,112,4038,1935,1,5731
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"Amedeo Modigliani","Male","Italian",1884,1920,NA,33,4038,1936,2,5731
"Transitions and Contrasts in Painting and Sculpture",1937-12-01,1938-01-07,"Amedeo Modigliani","Male","Italian",1884,1920,NA,37,4038,1937,1,5731
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Amedeo Modigliani","Male","Italian",1884,1920,NA,143,4038,1939,1,5731
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"Amedeo Modigliani","Male","Italian",1884,1920,NA,51,4038,1940,5,5731
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Amedeo Modigliani","Male","Italian",1884,1920,"NA",6,4038,1941,2,5731
"Recent Acquisitions: Painting and Sculpture",1942-09-30,1942-12-10,"Amedeo Modigliani","Male","Italian",1884,1920,NA,71,4038,1942,3,5731
"Modern Drawings",1944-02-16,1944-05-10,"Amedeo Modigliani","Male","Italian",1884,1920,NA,84,4038,1944,2,5731
"The Museum Collection of Painting and Sculpture",1945-06-20,1946-02-13,"Amedeo Modigliani","Male","Italian",1884,1920,NA,238,4038,1945,1,5731
"The Museum Collection of Painting",1946-02-19,1946-05-05,"Amedeo Modigliani","Male","Italian",1884,1920,NA,75,4038,1946,2,5731
"Drawings in the Collection of The Museum of Modern Art",1947-04-15,1947-06-01,"Amedeo Modigliani","Male","Italian",1884,1920,NA,47,4038,1947,1,5731
"Timeless Aspects of Modern Art",1948-11-16,1949-01-23,"Amedeo Modigliani","Male","Italian",1884,1920,NA,68,4038,1948,1,5731
"Pictures for Children Aged 3–12 Years",1949-03-18,1949-04-17,"Amedeo Modigliani","Male","Italian",1884,1920,NA,30,4038,1949,2,5731
"Recent Acquisitions",1950-03-28,1950-05-07,"Amedeo Modigliani","Male","Italian",1884,1920,NA,40,4038,1950,2,5731
"Modigliani",1951-04-10,1951-06-10,"Amedeo Modigliani","Male","Italian",1884,1920,NA,61,4038,1951,2,5731
"Masterworks Acquired through the Mrs. Simon Guggenheim Fund",1952-01-29,1952-03-23,"Amedeo Modigliani","Male","Italian",1884,1920,NA,54,4038,1952,1,5731
"Edward G. Robinson Collection",1953-03-03,1953-04-12,"Amedeo Modigliani","Male","Italian",1884,1920,NA,40,4038,1953,2,5731
"Faces and Figures: Drawings from the Collection of The Museum of Modern Art",1954-04-21,1954-06-06,"Amedeo Modigliani","Male","Italian",1884,1920,NA,46,4038,1954,2,5731
"Painting and Sculpture from the Museum Collection: New Acquisitions",1955-03-05,1955-04-24,"Amedeo Modigliani","Male","Italian",1884,1920,NA,50,4038,1955,1,5731
"Portraits from the Museum Collection",1960-05-04,1960-09-18,"Amedeo Modigliani","Male","Italian",1884,1920,NA,137,4038,1960,3,5731
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Amedeo Modigliani","Male","Italian",1884,1920,NA,124,4038,1962,1,5731
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Amedeo Modigliani","Male","Italian",1884,1920,NA,NA,4038,1964,2,5731
"John S. Newberry: A Memorial Exhibition",1965-04-13,1965-07-14,"Amedeo Modigliani","Male","Italian",1884,1920,NA,92,4038,1965,2,5731
"Drawings: Recent Acquisitions",1967-06-26,1967-11-22,"Amedeo Modigliani","Male","Italian",1884,1920,NA,149,4038,1967,1,5731
"Drawings by Sculptors: A Selection from the Collection",1968-10-21,1969-02-02,"Amedeo Modigliani","Male","Italian",1884,1920,NA,104,4038,1968,1,5731
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Amedeo Modigliani","Male","Italian",1884,1920,NA,96,4038,1969,1,5731
"The Nude: Thirty 20th-Century Drawings",1970-11-10,1971-04-21,"Amedeo Modigliani","Male","Italian",1884,1920,NA,162,4038,1970,1,5731
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"Amedeo Modigliani","Male","Italian",1884,1920,NA,161,4038,1971,2,5731
"Philadelphia in New York: 90 Modern Works from the Philadelphia Museum of Art",1972-10-18,1973-01-07,"Amedeo Modigliani","Male","Italian",1884,1920,NA,81,4038,1972,1,5731
"Portraits",1973-12-27,1974-02-24,"Amedeo Modigliani","Male","Italian",1884,1920,NA,59,4038,1973,1,5731
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Amedeo Modigliani","Male","Italian",1884,1920,NA,87,4038,1974,1,5731
"In the Twenties",1975-03-21,1975-06-15,"Amedeo Modigliani","Male","Italian",1884,1920,NA,86,4038,1975,2,5731
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"Amedeo Modigliani","Male","Italian",1884,1920,NA,86,4038,1976,2,5731
"Extraordinary Men",1977-06-02,1977-07-17,"Amedeo Modigliani","Male","Italian",1884,1920,NA,45,4038,1977,1,5731
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Amedeo Modigliani","Male","Italian",1884,1920,NA,67,4038,1978,2,5731
"Thirty Sculptors' Drawings",1979-05-18,1979-06-06,"Amedeo Modigliani","Male","Italian",1884,1920,NA,19,4038,1979,2,5731
"Words and Pictures",1981-08-20,1981-10-06,"Amedeo Modigliani","Male","Italian",1884,1920,NA,47,4038,1981,1,5731
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"Amedeo Modigliani","Male","Italian",1884,1920,NA,69,4038,1983,1,5731
"Sculptors' Drawings",1986-04-26,1986-09-02,"Amedeo Modigliani","Male","Italian",1884,1920,NA,129,4038,1986,1,5731
"European Drawing Between the Wars",1987-10-24,1988-03-01,"Amedeo Modigliani","Male","Italian",1884,1920,NA,129,4038,1987,1,5731
"Painting in Paris",1930-01-19,1930-03-02,"André Derain","Male","French",1880,1954,"Fauvism",42,1500,1930,2,6600
"Memorial Exhibition: The Collection of the Late Lillie P. Bliss",1931-05-17,1931-10-06,"André Derain","Male","French",1880,1954,"Fauvism",142,1500,1931,1,6600
"Summer Exhibition: Painting and Sculpture",1932-06-07,1932-10-30,"André Derain","Male","French",1880,1954,"Fauvism",145,1500,1932,2,6600
"Fruit and Flower Paintings",1933-05-13,1933-05-31,"André Derain","Male","French",1880,1954,"Fauvism",18,1500,1933,4,6600
"International Exhibition of Theatre Art",1934-01-15,1934-02-25,"André Derain","Male","French",1880,1954,"Fauvism",41,1500,1934,5,6600
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"André Derain","Male","French",1880,1954,"Fauvism",112,1500,1935,1,6600
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"André Derain","Male","French",1880,1954,"Fauvism",33,1500,1936,4,6600
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"André Derain","Male","French",1880,1954,"Fauvism",143,1500,1939,1,6600
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"André Derain","Male","French",1880,1954,"Fauvism",51,1500,1940,4,6600
"New Acquisitions: A Gift of Paintings from a Trustee",1941-05-06,1941-10-15,"André Derain","Male","French",1880,1954,"Fauvism",162,1500,1941,4,6600
"Recent Acquisitions: Painting and Sculpture",1942-09-30,1942-12-10,"André Derain","Male","French",1880,1954,"Fauvism",71,1500,1942,2,6600
"Modern Drawings",1944-02-16,1944-05-10,"André Derain","Male","French",1880,1954,"Fauvism",84,1500,1944,3,6600
"The Museum Collection of Painting and Sculpture",1945-06-20,1946-02-13,"André Derain","Male","French",1880,1954,"Fauvism",238,1500,1945,1,6600
"The Museum Collection of Painting",1946-02-19,1946-05-05,"André Derain","Male","French",1880,1954,"Fauvism",75,1500,1946,2,6600
"Drawings in the Collection of The Museum of Modern Art",1947-04-15,1947-06-01,"André Derain","Male","French",1880,1954,"Fauvism",47,1500,1947,1,6600
"New Acquisitions",1948-01-13,1948-03-21,"André Derain","Male","French",1880,1954,"Fauvism",68,1500,1948,2,6600
"Master Prints from the Museum Collection",1949-05-10,1949-07-10,"André Derain","Male","French",1880,1954,"Fauvism",61,1500,1949,2,6600
"Selections from 5 New York Private Collections",1951-06-26,1951-09-09,"André Derain","Male","French",1880,1954,"Fauvism",75,1500,1951,2,6600
"Recent Acquisitions",1952-05-06,1952-06-08,"André Derain","Male","French",1880,1954,"Fauvism",33,1500,1952,2,6600
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"André Derain","Male","French",1880,1954,"Fauvism",103,1500,1953,1,6600
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"André Derain","Male","French",1880,1954,"Fauvism",110,1500,1954,1,6600
"Painting and Sculpture from the Museum Collection: New Acquisitions",1955-03-05,1955-04-24,"André Derain","Male","French",1880,1954,"Fauvism",50,1500,1955,2,6600
"Philip L. Goodwin Collection",1958-10-08,1958-11-09,"André Derain","Male","French",1880,1954,"Fauvism",32,1500,1958,1,6600
"Drawings, Watercolors, Collages: New Acquisitions",1959-07-15,1959-10-15,"André Derain","Male","French",1880,1954,"Fauvism",92,1500,1959,1,6600
"Selections from the Art Lending Service",1960-03-24,1960-04-17,"André Derain","Male","French",1880,1954,"Fauvism",24,1500,1960,2,6600
"André Derain in the Museum Collection",1963-06-28,1963-09-30,"André Derain","Male","French",1880,1954,"Fauvism",94,1500,1963,1,6600
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"André Derain","Male","French",1880,1954,"Fauvism",NA,1500,1964,2,6600
"Recent Acquisitions: Painting and Sculpture",1966-04-06,1966-06-12,"André Derain","Male","French",1880,1954,"Fauvism",67,1500,1966,2,6600
"The Artist as His Subject",1967-04-28,1967-04-30,"André Derain","Male","French",1880,1954,"Fauvism",2,1500,1967,1,6600
"Recent Acquisitions: Painting and Sculpture",1968-06-18,1968-08-25,"André Derain","Male","French",1880,1954,"Fauvism",68,1500,1968,1,6600
"The Nude: Thirty 20th-Century Drawings",1970-11-10,1971-04-21,"André Derain","Male","French",1880,1954,"Fauvism",162,1500,1970,1,6600
"Ways of Looking",1971-07-28,1971-11-01,"André Derain","Male","French",1880,1954,"Fauvism",96,1500,1971,1,6600
"European Drawings from the Collection",1972-06-27,1972-10-10,"André Derain","Male","French",1880,1954,"Fauvism",105,1500,1972,2,6600
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"André Derain","Male","French",1880,1954,"Fauvism",87,1500,1974,2,6600
"In the Twenties",1975-03-21,1975-06-15,"André Derain","Male","French",1880,1954,"Fauvism",86,1500,1975,1,6600
"Cubism and Its Affinities",1976-02-09,1976-05-09,"André Derain","Male","French",1880,1954,"Fauvism",90,1500,1976,4,6600
"Impresario: Ambroise Vollard",1977-06-06,1977-09-06,"André Derain","Male","French",1880,1954,"Fauvism",92,1500,1977,1,6600
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"André Derain","Male","French",1880,1954,"Fauvism",67,1500,1978,1,6600
"Gifts of Drawing",1979-08-09,1979-11-13,"André Derain","Male","French",1880,1954,"Fauvism",96,1500,1979,2,6600
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"André Derain","Male","French",1880,1954,"Fauvism",15,1500,1982,1,6600
"Prints from Blocks: Gauguin to Now",1983-03-03,1983-05-15,"André Derain","Male","French",1880,1954,"Fauvism",73,1500,1983,2,6600
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"André Derain","Male","French",1880,1954,"Fauvism",NA,1500,1984,1,6600
"The Expressionist Idiom",1985-05-06,1985-12-18,"André Derain","Male","French",1880,1954,"Fauvism",226,1500,1985,1,6600
"Naked/Nude",1986-05-29,1986-09-30,"André Derain","Male","French",1880,1954,"Fauvism",124,1500,1986,1,6600
"Master Prints from the Collection",1987-11-20,1988-03-08,"André Derain","Male","French",1880,1954,"Fauvism",109,1500,1987,1,6600
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"André Derain","Male","French",1880,1954,"Fauvism",110,1500,1989,2,6600
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"André Masson","Male","French",1896,1987,NA,82,3821,1933,2,5345
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"André Masson","Male","French",1896,1987,NA,62,3821,1934,1,5345
"Cubism and Abstract Art",1936-03-02,1936-04-19,"André Masson","Male","French",1896,1987,NA,48,3821,1936,2,5345
"Twelve Modern Paintings",1937-04-28,1937-05-30,"André Masson","Male","French",1896,1987,NA,32,3821,1937,1,5345
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"André Masson","Male","French",1896,1987,NA,143,3821,1939,1,5345
"We Like Modern Art",1940-12-27,1941-01-12,"André Masson","Male","French",1896,1987,NA,16,3821,1940,1,5345
"Abstract Painting; Shapes of Things",1941-07-15,1941-07-28,"André Masson","Male","French",1896,1987,NA,13,3821,1941,2,5345
"Twentieth Century Portraits",1942-12-09,1943-01-24,"André Masson","Male","French",1896,1987,NA,46,3821,1942,2,5345
"Recent Acquisitions: European and American Paintings and Rugs",1943-07-28,1943-09-26,"André Masson","Male","French",1896,1987,NA,60,3821,1943,1,5345
"Modern Drawings",1944-02-16,1944-05-10,"André Masson","Male","French",1896,1987,NA,84,3821,1944,4,5345
"Recent Acquisitions",1945-02-15,1945-03-18,"André Masson","Male","French",1896,1987,NA,31,3821,1945,4,5345
"The Museum Collection of Painting",1946-02-19,1946-05-05,"André Masson","Male","French",1896,1987,NA,75,3821,1946,2,5345
"Drawings in the Collection of The Museum of Modern Art",1947-04-15,1947-06-01,"André Masson","Male","French",1896,1987,NA,47,3821,1947,1,5345
"New Acquisitions",1948-01-13,1948-03-21,"André Masson","Male","French",1896,1987,NA,68,3821,1948,2,5345
"Master Prints from the Museum Collection",1949-05-10,1949-07-10,"André Masson","Male","French",1896,1987,NA,61,3821,1949,2,5345
"Recent Acquisitions",1950-03-28,1950-05-07,"André Masson","Male","French",1896,1987,NA,40,3821,1950,2,5345
"Posters by Painters and Sculptors",1952-03-04,1952-05-11,"André Masson","Male","French",1896,1987,NA,68,3821,1952,2,5345
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"André Masson","Male","French",1896,1987,NA,110,3821,1954,1,5345
"Drawings, Watercolors, Collages: New Acquisitions",1959-07-15,1959-10-15,"André Masson","Male","French",1896,1987,NA,92,3821,1959,1,5345
"Fifty Modern Paintings and Sculpture Especially Donated for the Benefit of the 30th Anniversary Fund of The Museum of Modern Art",1960-04-20,NA,"André Masson","Male","French",1896,1987,NA,NA,3821,1960,3,5345
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"André Masson","Male","French",1896,1987,NA,31,3821,1961,2,5345
